full,trt
0.02614951134,0.05699276924
0.02905058861,0.05367183685
0.03384661674,0.05164432526
0.02954864502,0.05303168297
0.03049707413,0.05256295204
0.02584123611,0.05020785332
0.8349411488,0.05282926559
0.8335347176,0.05214262009
0.02387714386,0.05191612244
0.8186545372,0.05207157135
0.854398489,0.05288982391
0.02228832245,0.05084133148
0.0232424736,0.05150175095
0.02146315575,0.05255150795
0.02436900139,0.05248856544
0.02558159828,0.05157113075
0.02574968338,0.05362081528
0.7807881832,0.04821515083
18.68995643,0.04977297783
1.018746614,0.05083370209
0.02411198616,0.04763650894
0.02837300301,0.05124855042
0.02855038643,0.05071282387
0.02555727959,0.04986524582
0.02706289291,0.04814982414
0.02694058418,0.05069971085
0.03455781937,0.0519516468
0.8219604492,0.05030274391
0.7908363342,0.05274438858
0.8062541485,0.04922056198
0.8247864246,0.0480556488
0.02195119858,0.05172514915
0.8061783314,0.0515897274
0.839807272,0.04822969437
0.02430272102,0.05321288109
0.02586650848,0.04930567741
0.02158880234,0.04859733582
0.02462530136,0.04991698265
0.02301502228,0.0491232872
0.02027058601,0.04671812057
0.02287507057,0.04797339439
0.02664542198,0.04679679871
0.02483439445,0.04790043831
0.02596855164,0.04612207413
0.7856061459,0.04970693588
0.8295755386,0.0505259037
0.02468585968,0.0465695858
0.02078819275,0.04851484299
0.02640986443,0.05061459541
0.02347826958,0.04895853996
0.02471494675,0.04627275467
0.02261590958,0.04673790932
0.02271509171,0.04811358452
0.0250017643,0.04718255997
0.7808775902,0.04735827446
0.8373432159,0.04945254326
0.02345442772,0.04910182953
0.02097845078,0.04794740677
0.02216482162,0.04496574402
0.02233910561,0.05080842972
0.02258014679,0.048350811
0.02300977707,0.04734277725
0.0231359005,0.04788851738
0.7818975449,0.04598975182
0.02231502533,0.04722332954
0.8374354839,0.04735398293
0.02528858185,0.04893445969
0.02291297913,0.04876828194
0.02227473259,0.04745006561
0.02430224419,0.0457983017
0.0232322216,0.0471560955
0.02403521538,0.04656672478
0.0215909481,0.05050849915
0.02386522293,0.04626584053
0.02283644676,0.04502296448
0.02090477943,0.04748511314
0.7864773273,0.04991030693
0.8111562729,0.04908943176
0.02285146713,0.04513168335
0.02734518051,0.05147624016
0.02274751663,0.04628586769
0.8163814545,0.04246306419
0.8188369274,0.0465297699
0.02295231819,0.05032229424
0.8191697598,0.05229854584
0.8297679424,0.04890108109
0.02840638161,0.04468560219
0.8268272877,0.04631638527
0.8030323982,0.04709649086
0.8110225201,0.04938912392
0.8191018105,0.04777431488
0.0224134922,0.04618215561
0.02295351028,0.04729747772
0.02197504044,0.04720830917
0.02185535431,0.04970884323
0.02131819725,0.05154085159
0.02553129196,0.04575872421
0.02672338486,0.04536294937
0.02328467369,0.04723453522
0.02310276031,0.05156755447
0.02243208885,0.04724097252
0.02392053604,0.04953384399
0.7741529942,0.04494929314
0.02292394638,0.04392170906
0.827039957,0.04345917702
0.02291989326,0.04443216324
0.8175961971,0.04619383812
0.8263137341,0.04675483704
0.02208161354,0.04780459404
0.8062374592,0.04518604279
0.8151459694,0.04690933228
0.810860157,0.04454922676
0.02390813828,0.04864597321
0.02238130569,0.0469148159
0.02315664291,0.04732036591
0.02221775055,0.04787826538
0.02067637444,0.04885697365
0.7988650799,0.04605770111
0.8210575581,0.0455031395
0.0222120285,0.04476952553
0.02188372612,0.04836392403
0.02235150337,0.04511094093
0.02442836761,0.04421019554
0.02112364769,0.04852175713
0.02270483971,0.04757881165
0.02473473549,0.04922056198
0.7779898643,0.0452978611
0.02299451828,0.0445857048
0.8032243252,0.04468345642
0.02247023582,0.05121469498
0.0224237442,0.04709100723
0.02319526672,0.05160737038
0.02247834206,0.04464316368
0.02224516869,0.04481101036
0.02389550209,0.05041241646
0.02382111549,0.04726815224
0.02289438248,0.04999756813
0.02496361732,0.0470199585
0.02300071716,0.05349683762
0.02010416985,0.04380011559
0.797494173,0.04427313805
0.7943739891,0.04713201523
0.03035449982,0.04795765877
0.8090572357,0.04708814621
0.8063511848,0.05151605606
0.0226392746,0.04870653152
0.02119159698,0.047352314
0.02490997314,0.04673886299
0.8147559166,0.04600572586
0.8249578476,0.04637718201
0.02404212952,0.04529881477
0.02204108238,0.04679322243
0.02308964729,0.0463950634
0.02178859711,0.04812502861
0.02483391762,0.04834485054
0.0216255188,0.04861569405
0.02220201492,0.04494380951
0.806648016,0.04744791985
0.8154873848,0.04639220238
0.8174369335,0.04821300507
0.8146898746,0.04697203636
0.02370595932,0.04665851593
0.0241048336,0.04454922676
0.0224814415,0.04801011086
0.02276396751,0.04724836349
0.02705764771,0.04807209969
0.02212071419,0.0485458374
0.02308416367,0.04442119598
0.7651383877,0.04671001434
0.8118212223,0.04359292984
0.02197194099,0.04648852348
0.02436637878,0.0474896431
0.8147015572,0.04453253746
0.8148090839,0.04865074158
0.02359223366,0.04654097557
0.02244067192,0.04835605621
0.02270579338,0.04515147209
0.02459907532,0.04615902901
0.02118086815,0.0493824482
0.02155327797,0.04704976082
0.0238199234,0.04713702202
0.7856545448,0.04579257965
0.8278799057,0.04563236237
0.02262854576,0.04979801178
0.8076086044,0.04277396202
0.8292739391,0.04887318611
0.02447938919,0.04636263847
0.8293421268,0.04677724838
0.8221645355,0.04507184029
0.02677989006,0.0458958149
0.02264499664,0.04466938972
0.8187663555,0.04531002045
0.8086445332,0.05007266998
0.02465867996,0.04578995705
0.8218300343,0.04615259171
0.8154416084,0.05184483528
0.02238321304,0.04648542404
